bookId=18dd676c7970568ce29d7dbb7f0d399e8f649e966f010c286f470a0cc9bea62d
title=The End of the Affair
metric=tf_idf
limit=1000
columns=rank lemma tf_idf_score total_count global_frequency_zipf

799	carry	1.379123	11	4.890000
800	dine	1.378758	2	3.490000
801	exhaustion	1.378758	2	3.490000
802	sacrifice	1.376069	4	4.290000
803	joke	1.372431	7	4.680000
804	circumstance	1.371867	6	4.590000
805	cloth	1.370696	5	4.470000
806	harm	1.370696	5	4.470000
807	draw	1.370038	9	4.810000
808	partly	1.368022	4	4.300000
809	wisdom	1.368022	4	4.300000
810	aloud	1.367772	2	3.510000
811	infinitely	1.367772	2	3.510000
812	coffee	1.366800	10	4.860000
813	chapel	1.365500	3	4.030000
814	pork	1.365500	3	4.030000
815	sentiment	1.365500	3	4.030000
816	dress	1.362279	8	4.760000
817	fellow	1.362279	8	4.760000
818	stick	1.362279	8	4.760000
819	dew	1.362279	2	3.520000
820	newspaper	1.362137	6	4.600000
821	meeting	1.361737	5	4.480000
822	engagement	1.359975	4	4.310000
823	favour	1.359975	4	4.310000
824	finish	1.359423	12	4.940000
825	mathematical	1.358568	3	4.040000
826	faith	1.358525	9	4.820000
827	insignificant	1.356786	2	3.530000
828	quota	1.356786	2	3.530000
829	snatch	1.356786	2	3.530000
830	swore	1.356786	2	3.530000
831	avoid	1.354811	10	4.870000
832	foot	1.354811	10	4.870000
833	anyway	1.354274	11	4.910000
834	speaker	1.352778	5	4.490000
835	upset	1.352408	6	4.610000
836	beg	1.351637	3	4.050000
837	inscription	1.351293	2	3.540000
838	vase	1.351293	2	3.540000
839	road	1.351032	34	5.240000
840	remember	1.350580	77	5.380000
841	hand	1.346483	95	5.410000
842	baptism	1.345800	2	3.550000
843	asham	1.344706	3	4.060000
844	shall	1.344706	15	5.030000
845	orange	1.342678	6	4.620000
846	cheap	1.341240	7	4.710000
847	duty	1.341240	7	4.710000
848	feeling	1.341240	7	4.710000
849	blush	1.340307	2	3.560000
850	add	1.339720	18	5.090000
851	beard	1.337774	3	4.070000
852	obligation	1.337774	3	4.070000
853	petty	1.337774	3	4.070000
854	swing	1.335833	4	4.340000
855	swear	1.334861	5	4.510000
856	blitz	1.334814	2	3.570000
857	youngster	1.334814	2	3.570000
858	return	1.334814	26	5.190000
859	character	1.333101	19	5.110000
860	ah	1.332948	6	4.630000
861	false	1.332948	6	4.630000
862	gently	1.330843	3	4.080000
863	worse	1.330832	10	4.890000
864	pick	1.329571	17	5.080000
865	breast	1.327786	4	4.350000
866	dozen	1.327786	4	4.350000
867	cafe	1.323911	3	4.090000
868	admiration	1.323828	2	3.590000
869	sermon	1.323828	2	3.590000
870	superiority	1.323828	2	3.590000
871	fault	1.323219	6	4.640000
872	properly	1.323219	6	4.640000
873	tea	1.320445	7	4.730000
874	certainly	1.319529	13	5.000000
875	biscuit	1.318335	2	3.600000
876	somehow	1.316943	5	4.530000
877	wilson	1.316943	5	4.530000
878	confidence	1.313489	6	4.650000
879	caller	1.312842	2	3.610000
880	chap	1.312842	2	3.610000
881	disturbance	1.312842	2	3.610000
882	novelist	1.312842	2	3.610000
883	genuine	1.311692	4	4.370000
884	introduce	1.311692	4	4.370000
885	regret	1.311692	4	4.370000
886	settle	1.311692	4	4.370000
887	absolute	1.307984	5	4.540000
888	wet	1.307984	5	4.540000
889	fuss	1.307349	2	3.620000
890	unfamiliar	1.307349	2	3.620000
891	discuss	1.303760	6	4.660000
892	strike	1.303760	6	4.660000
893	divide	1.303117	3	4.120000
894	distort	1.301856	2	3.630000
895	conversation	1.299651	7	4.750000
896	prepare	1.299026	5	4.550000
897	wife	1.296409	28	5.230000
898	deficiency	1.296363	2	3.640000
899	plausible	1.296363	2	3.640000
900	bend	1.296185	3	4.130000
901	wear	1.294863	10	4.920000
902	mistake	1.294030	6	4.670000
903	relation	1.294030	6	4.670000
904	shoe	1.294030	6	4.670000
905	tomorrow	1.293138	13	5.020000
906	salvage	1.290869	2	3.650000
907	woman	1.290345	52	5.350000
908	shop	1.289448	9	4.880000
909	bitch	1.289254	7	4.760000
910	pile	1.289254	3	4.140000
911	nowhere	1.287550	4	4.400000
912	meet	1.287122	33	5.270000
913	hold	1.287112	23	5.190000
914	room	1.286950	67	5.390000
915	table	1.286324	14	5.050000
916	remain	1.285376	8	4.830000
917	soak	1.285376	2	3.660000
918	restaurant	1.284301	6	4.680000
919	learn	1.282783	21	5.170000
920	sort	1.282475	12	5.000000
921	convenient	1.282322	3	4.150000
922	quietly	1.282322	3	4.150000
923	soup	1.282322	3	4.150000
924	urgent	1.282322	3	4.150000
925	shift	1.281108	5	4.570000
926	lag	1.279883	2	3.670000
927	mist	1.279883	2	3.670000
928	spend	1.279727	11	4.970000
929	reader	1.279503	4	4.410000
930	steal	1.279503	4	4.410000
931	copy	1.278857	7	4.770000
932	across	1.275449	29	5.250000
933	exhibit	1.275391	3	4.160000
934	remark	1.275391	3	4.160000
935	sad	1.274390	8	4.840000
936	headach	1.274390	2	3.680000
937	jewel	1.274390	2	3.680000
938	revive	1.274390	2	3.680000
939	sound	1.273186	19	5.150000
940	child	1.273155	37	5.300000
941	quite	1.272149	35	5.290000
942	ceremony	1.271456	4	4.420000
943	comic	1.271456	4	4.420000
944	miss	1.270658	25	5.220000
945	footstep	1.268897	2	3.690000
946	traitor	1.268897	2	3.690000
947	couch	1.268459	3	4.170000
948	loyalty	1.268459	3	4.170000
949	aware	1.268459	7	4.780000
950	round	1.266109	18	5.140000
951	avenue	1.263409	4	4.430000
952	strand	1.263404	2	3.700000
953	warn	1.263190	5	4.590000
954	chill	1.261528	3	4.180000
955	claim	1.258895	10	4.950000
956	bag	1.258062	7	4.790000
957	accuse	1.257911	2	3.710000
958	opening	1.257911	2	3.710000
959	respectable	1.257911	2	3.710000
960	sand	1.255362	4	4.440000
961	shadow	1.255362	4	4.440000
962	anywhere	1.255112	6	4.710000
963	commission	1.254909	9	4.910000
964	necessary	1.254909	9	4.910000
965	drop	1.254878	11	4.990000
966	christianity	1.254596	3	4.190000
967	confusion	1.254596	3	4.190000
968	excitement	1.254596	3	4.190000
969	rang	1.254596	3	4.190000
970	scar	1.254232	5	4.600000
971	ten	1.253552	13	5.050000
972	awaken	1.252418	2	3.720000
973	knot	1.252418	2	3.720000
974	strawberry	1.252418	2	3.720000
975	thigh	1.246925	2	3.730000
976	weaken	1.246925	2	3.730000
977	simply	1.245703	14	5.080000
978	hello	1.245382	6	4.720000
979	breakfast	1.245273	5	4.610000
980	i	1.242221	3949	7.090000
981	arrogant	1.241432	2	3.740000
982	jewellery	1.241432	2	3.740000
983	limb	1.241432	2	3.740000
984	nod	1.241432	2	3.740000
985	dish	1.240733	3	4.210000
986	meter	1.240733	3	4.210000
987	certain	1.236664	18	5.160000
988	stream	1.236314	5	4.620000
989	usual	1.236314	5	4.620000
990	shatter	1.235939	2	3.750000
991	unreasonable	1.235939	2	3.750000
992	port	1.235653	6	4.730000
993	explosion	1.233802	3	4.220000
994	handsome	1.233802	3	4.220000
995	safely	1.233802	3	4.220000
996	twist	1.233802	3	4.220000
997	thin	1.231220	4	4.470000
998	betray	1.230446	2	3.760000
999	slut	1.230446	2	3.760000
1000	twitch	1.230446	2	3.760000
